Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
169,tt0088789,2016-10-27,2016-10-27,"a bit gaudy Tanizaki lesbian affair during Nazidom adaptation","The Berlin Affair","Interno berlinese",https://www.imdb.com/title/tt0088789/,Movie,5.4,96,1985,"Drama, Romance",732,1985-10,"Liliana Cavani",,
170,tt0089716,2014-01-15,2014-04-29,"Brandauer's portrayal of an officer set up for treason because of his homosexuality won the Jury Prize at Cannes, but is admittedly a very free enactment of the true story","Colonel Redl","Oberst Redl",https://www.imdb.com/title/tt0089716/,Movie,7.4,144,1985,"Biography, Drama, History",3517,1985-10-04,"István Szabó",,
171,tt0089015,2013-08-15,2013-08-15,"could count as the first real Lesbian romance film with - still - the arguably most realistic love scene.","Desert Hearts","Desert Hearts",https://www.imdb.com/title/tt0089015/,Movie,7.1,91,1985,"Drama, Romance",8006,1986-03-07,"Donna Deitch",,
172,tt0089069,2016-10-27,2016-10-27,"one of the earliest AIDS-themed films with an excellent Aidan Quinn","An Early Frost","An Early Frost",https://www.imdb.com/title/tt0089069/,TV Movie,8.0,95,1985,"Drama",2320,1985-11-11,"John Erman",,
173,tt0089424,2013-10-03,2013-10-03,"adaptation of gay writer Manuel Puig's most famous novel, William Hurt's performance as a criminalized homosexual won him the Oscar.","Kiss of the Spider Woman","Kiss of the Spider Woman",https://www.imdb.com/title/tt0089424/,Movie,7.3,120,1985,"Drama",18430,1985-07-26,"Hector Babenco",,
174,tt0089707,2016-10-27,2016-10-27,"another slightly overambitious lesbian-affair-during-Nazidom movie","November Moon","Novembermond",https://www.imdb.com/title/tt0089707/,Movie,5.7,108,1985,"Drama, Romance, War",224,1985-11-28,"Alexandra von Grote",,
175,tt0091578,2013-08-15,2013-08-15,"Stephen Frears' breakthrough film with a naturalistic gay love story embedded in a complex social drama.","My Beautiful Laundrette","My Beautiful Laundrette",https://www.imdb.com/title/tt0091578/,Movie,6.8,97,1985,"Comedy, Drama, Romance",18153,1986-04-04,"Stephen Frears",,
176,tt0090309,2013-11-29,2013-11-29,"hard-to-come-by East-meets-West gay love story from when the Wall still divided the world. It's not a must-see but landed its director his job as head of the Berlin Film Festival's Panorama section - which hands out the Teddy, i.e. the most important gay film award.","Westler","Westler",https://www.imdb.com/title/tt0090309/,Movie,6.6,94,1985,"Drama",454,1987-03-28,"Wieland Speck",,
177,tt0090648,2017-10-11,2017-10-11,"This is a Lesbian classic even though - or perhaps because - (bi)sexual orientation is just a part of the protagonist's self-finding process, a recurring theme for director Léa Pool.","Anne Trister","Anne Trister",https://www.imdb.com/title/tt0090648/,Movie,7.2,103,1986,"Drama",317,1986-02-03,"Léa Pool",,
178,tt0091702,2016-10-27,2016-10-27,"dramatic, but well written first Argentinian gay love story","Otra historia de amor","Otra historia de amor",https://www.imdb.com/title/tt0091702/,Movie,6.9,88,1986,"Drama, Romance",208,1986-06-12,"Américo Ortiz de Zárate",,
179,tt0090798,2013-10-03,2013-10-03,"features once more two British actors emerging in the 80s in gay roles, Dexter Fletcher and - more surprisingly - 'Game of Thrones' Sean Bean.","Caravaggio","Caravaggio",https://www.imdb.com/title/tt0090798/,Movie,6.5,93,1986,"Biography, Drama, History, Romance",7449,1986-08-29,"Derek Jarman",,
180,tt0102840,2013-10-22,2013-10-30,"man-boy love story ultimately involving a woman, a lot like 'Ernesto' but not explicit","The Flavor of Corn","Il sapore del grano",https://www.imdb.com/title/tt0102840/,Movie,6.9,93,1986,"Drama",506,1986-09,"Gianni Da Campo",,
181,tt0090197,2013-10-22,2013-10-30,"Villaronga's most infamous film focuses like his less famous '99.9' on perversion and sadomasochism - not really gay but a walk on the dark side of sex.","In a Glass Cage","Tras el cristal",https://www.imdb.com/title/tt0090197/,Movie,6.7,110,1986,"Drama, Horror",5365,1986-08-06,"Agustí Villaronga",,
182,tt0089537,2013-08-15,2013-08-15,"Gus van Sant's debut about adolescent hustlers, which would become a recurrent theme in his work.","Mala Noche","Mala Noche",https://www.imdb.com/title/tt0089537/,Movie,6.5,78,1986,"Drama",4515,1987-06-19,"Gus Van Sant",,
183,tt0092068,2013-08-15,2013-09-13,"love triangle between a gay con artist and a small-time crook couple isn't realistic, but highly enjoyable.","Ménage","Tenue de soirée",https://www.imdb.com/title/tt0092068/,Movie,6.8,84,1986,"Comedy, Crime, Drama, Romance",3854,1986-10-01,"Bertrand Blier",,
184,tt0091725,2013-08-15,2013-08-15,"one of the first films to address AIDS","Parting Glances","Parting Glances",https://www.imdb.com/title/tt0091725/,Movie,7.1,90,1986,"Drama, Music, Romance",3371,1986-02-19,"Bill Sherwood",,
185,tt0094248,2016-10-27,2016-10-27,"first film I know about a trans man","Vera","Vera",https://www.imdb.com/title/tt0094248/,Movie,6.9,88,1986,"Drama",273,1989-05-11,"Sergio Toledo",,
186,tt0139857,2016-10-27,2016-10-27,"a neon kaleidoscope of mostly queer metropolitan characters","Angels of the Night","Anjos da Noite",https://www.imdb.com/title/tt0139857/,Movie,6.9,98,1987,"Drama",155,,"Wilson Barros",,
187,tt0092160,2013-08-15,2013-08-15,"coming-of-age story in which the protagonist is a straight boy coming to terms with his best friend's homosexuality.","Friends Forever","Venner for altid",https://www.imdb.com/title/tt0092160/,Movie,6.3,90,1986,"Drama",597,1987-02-06,"Stefan Henszelman",,
188,tt0093453,2013-10-03,2013-10-03,"adaptation of Giorgio Bassani's - I would say - much better novel memorable for Morricone's music and Noiret's flawless performance.","The Gold Rimmed Glasses","Gli occhiali d'oro",https://www.imdb.com/title/tt0093453/,Movie,7.1,110,1987,"Drama",708,1987-09-25,"Giuliano Montaldo",,
189,tt0093239,2017-10-10,2017-10-10,"For Canada's first Lesbian-themed film, this is relatively obscure, owing perhaps to weak structure and average storytelling.","I've Heard the Mermaids Singing","I've Heard the Mermaids Singing",https://www.imdb.com/title/tt0093239/,Movie,6.7,81,1987,"Comedy, Drama",2038,1988-03,"Patricia Rozema",,
190,tt0093412,2013-08-15,2013-10-30,"won the 1st Teddy (gay film award), was Pedro Almodóvar's first overtly gay film but is also his most melodramatic and least structured.","Law of Desire","La ley del deseo",https://www.imdb.com/title/tt0093412/,Movie,7.1,102,1987,"Comedy, Drama, Thriller",14957,1987-03-05,"Pedro Almodóvar",,
191,tt0093393,2013-08-15,2013-08-15,"won the 2nd Teddy, but is more of a social portrait embedded with gay imagery.","The Last of England","The Last of England",https://www.imdb.com/title/tt0093393/,Movie,6.5,92,1987,"Drama, Fantasy",1577,1988-07-18,"Derek Jarman",,
192,tt0093512,2013-08-15,2013-08-15,"E.M. Forster adaptation memorable for early performances by Rupert Graves and Hugh Grant, and for being one of the first gay-themed films meeting with universal critical acclaim.","Maurice","Maurice",https://www.imdb.com/title/tt0093512/,Movie,7.6,140,1987,"Drama, Romance",25820,1987-09-18,"James Ivory",,
193,tt0093776,2013-08-15,2013-10-03,"naturalistic take on Joe Orton's difficult relationship with his ultimate murderer, with Gary Oldman and Alfred Molina at their best","Prick Up Your Ears","Prick Up Your Ears",https://www.imdb.com/title/tt0093776/,Movie,7.1,105,1987,"Biography, Drama",6780,1987-05-08,"Stephen Frears",,
194,tt0094210,2013-08-15,2013-08-15,"while principally a father-son story, it's set in an underground where both cops and bandits are gay - which has an artsy, eerie effect.","Night Zoo","Un zoo la nuit",https://www.imdb.com/title/tt0094210/,Movie,7.1,115,1987,"Crime, Drama, Thriller",811,1989-06-16,"Jean-Claude Lauzon",,
195,tt1003279,2014-01-15,2014-01-15,"this gay cult classic anime was the first non-pornographic feature to contain explicit sex, has a complex romantic story and is incredibly hard to find","The Poem of Wind and Trees","Kaze to ki no uta (Sanctus)",https://www.imdb.com/title/tt1003279/,Video,6.9,60,1987,"Animation, Romance",360,1987-11-21,"Yoshikazu Yasuhiko",,
196,tt0094336,2013-10-03,2013-10-03,"while it's essentially a black comedy about an unorthodox friendship, it does have a few (hilarious / tragical) gay twists.","Withnail and I","Withnail & I",https://www.imdb.com/title/tt0094336/,Movie,7.5,107,1987,"Comedy, Drama",50462,1987-06-19,"Bruce Robinson",,
197,tt0094595,2013-08-15,2013-08-15,"cross-dressing coming-of-age drama in which all male roles are played by actresses of the Takarazuka revue, a theater entirely composed of girls playing boys.","Summer Vacation 1999","1999 nen no natsu yasumi",https://www.imdb.com/title/tt0094595/,Movie,6.6,90,1988,"Drama, Fantasy, Mystery, Romance",320,1989-07,"Shûsuke Kaneko",,
198,tt0096516,2017-10-11,2017-10-11,"Léa Pool's follow-up to Anne Trister features a similar story of self-finding of an artistic bisexual, but is more meandering.","Straight for the Heart","À corps perdu",https://www.imdb.com/title/tt0096516/,Movie,6.9,92,1988,"Drama, Romance, War",269,1988-09-30,"Léa Pool",,
199,tt0094667,2013-09-13,2013-09-13,"21 years before 'A Serious Man', Colin Firth starred in another gay role in this little known morbid masterpiece of dark eroticism.","Apartment Zero","Apartment Zero",https://www.imdb.com/title/tt0094667/,Movie,6.8,124,1988,"Drama, Mystery, Thriller",4385,1989-09-15,"Martin Donovan",,
200,tt0094930,2016-10-27,2016-10-27,"first queer trashy satire I know of","Curse of the Queerwolf","Curse of the Queerwolf",https://www.imdb.com/title/tt0094930/,Movie,4.7,86,1988,"Comedy, Horror",354,1988,"Mark Pirro",,
201,tt0095117,2016-10-27,2016-10-27,"weird Frank Moorhouse adaptation i.e. gay pulp fiction","The Everlasting Secret Family","The Everlasting Secret Family",https://www.imdb.com/title/tt0095117/,Movie,5.5,94,1988,"Drama, Romance",393,1989-09,"Michael Thornhill",,
202,tt0095183,2013-08-15,2013-08-15,"runaway gay teenagers getting involved in noir-esque mystery, very amusing for depicting the gay youths as just about the only normal people in the world.","The Fruit Machine","The Fruit Machine",https://www.imdb.com/title/tt0095183/,Movie,6.3,103,1988,"Drama",637,1989-08-17,"Philip Saville",,
203,tt0095562,2013-08-15,2013-08-15,"first of many explicit Filipino hustler movies","Macho Dancer","Macho Dancer",https://www.imdb.com/title/tt0095562/,Movie,6.6,136,1988,"Drama",481,1989-01-18,"Lino Brocka",,
204,tt0096289,2013-08-15,2013-08-15,"Harvey Fierstein's adaptation of his own play runs the whole gamut of gay life, with a rich story hardly ever surpassed.","Torch Song Trilogy","Torch Song Trilogy",https://www.imdb.com/title/tt0096289/,Movie,7.8,120,1988,"Comedy, Drama, Romance",8184,1988-12-14,"Paul Bogart",,
205,tt0095097,2016-10-27,2016-10-27,"weird French experimental film with another young man of dubious motivation; lots of those in the 80s","Once More","Once More",https://www.imdb.com/title/tt0095097/,Movie,7.0,82,1988,"Drama",221,1988-08-31,"Paul Vecchiali",,
206,tt0097095,2013-08-15,2013-10-30,"first gay-themed East German film ended up being the last East German film, opening the night the wall fell. Won 4th Teddy.","Coming Out","Coming Out",https://www.imdb.com/title/tt0097095/,Movie,7.0,113,1989,"Drama, Romance",2000,1989-11-09,"Heiner Carow",,
207,tt0097099,2017-10-10,2017-10-10,"Famous docu about living and dying during the AIDS pandemic won Rob Epstein and Jeffrey Friedman their 2nd Oscar after The Times of Harvey Milk.","Common Threads: Stories from the Quilt","Common Threads: Stories from the Quilt",https://www.imdb.com/title/tt0097099/,Movie,8.1,79,1989,"Documentary, Biography, History",1199,1991-08-02,"Rob Epstein, Jeffrey Friedman",,
208,tt0097714,2013-10-03,2013-10-03,"could be called the last 'anti-gay' film because of Stephen Lang's self-loathing character and the awful treatment Alexis Arquette's character receives, but it is faithful to the novel, and if the message is being transgendered in 1950's NYC was no picknick, it's probably accurate.","Last Exit to Brooklyn","Last Exit to Brooklyn",https://www.imdb.com/title/tt0097714/,Movie,6.8,102,1989,"Drama",7402,1990-05-04,"Uli Edel",,
209,tt0100049,2013-09-13,2013-09-13,"first mainstream drama focusing on gay relationships and the AIDS pandemic","Longtime Companion","Longtime Companion",https://www.imdb.com/title/tt0100049/,Movie,7.5,100,1989,"Drama, Romance",6390,1990-05-01,"Norman René",,
210,tt0095545,2013-08-15,2013-10-30,"artistically brilliant poetic film won 3rd Teddy","Looking for Langston","Looking for Langston",https://www.imdb.com/title/tt0095545/,Movie,6.7,45,1989,"Biography, Drama",693,1989-10-01,"Isaac Julien",,
211,tt0103099,2013-11-29,2017-01-01,"Teddy-winning docu, interesting topic but there are far better essays and anthologies by Essex Hemphill, Joseph Beam etc. For a film, this is too textual, it's missing story.","Tongues Untied","Tongues Untied",https://www.imdb.com/title/tt0103099/,Movie,7.1,55,1989,"Documentary",2041,1989-07,"Marlon Riggs",,
212,tt0100865,2016-10-27,2016-10-27,"first and perhaps best of Hick's many voyeuristic endeavours","Via Appia","Via Appia",https://www.imdb.com/title/tt0100865/,Movie,4.9,89,1989,"Adventure, Drama, Romance",110,1991,"Jochen Hick",,
