"Position","Const","Created","Modified","Description","Title","Original.Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","Your.Rating","Date.Rated"
2737,"tt2318625","2018-09-13","2018-09-13","","Out in the Dark","Out in the Dark","https://www.imdb.com/title/tt2318625/","Movie","7.5","96","2012","Crime, Drama, Romance, Thriller","9673","2013-09-27","Michael Mayer","",""
2738,"tt3671542","2018-09-13","2018-09-13","","Holding the Man","Holding the Man","https://www.imdb.com/title/tt3671542/","Movie","7.4","127","2015","Biography, Drama, History, Romance","13868","2015-08-27","Neil Armfield","",""
2739,"tt0100332","2018-09-13","2018-09-13","","Paris Is Burning","Paris Is Burning","https://www.imdb.com/title/tt0100332/","Movie","8.2","78","1990","Documentary","19876","1991-08","Jennie Livingston","",""
2740,"tt0091725","2018-09-13","2018-09-13","","Parting Glances","Parting Glances","https://www.imdb.com/title/tt0091725/","Movie","7.1","90","1986","Drama, Music, Romance","3371","1986-02-19","Bill Sherwood","",""
2741,"tt1067733","2018-09-13","2018-09-13","","Patrik, Age 1.5","Patrik 1,5","https://www.imdb.com/title/tt1067733/","Movie","6.9","103","2008","Comedy, Drama, Romance","10635","2008-09-12","Ella Lemhagen","",""
2742,"tt1408972","2018-09-13","2018-09-13","","Plan B","Plan B","https://www.imdb.com/title/tt1408972/","Movie","7.0","106","2009","Comedy, Drama, Romance","4681","2010-05-06","Marco Berger","",""
2743,"tt3169706","2018-09-13","2018-09-13","","Pride","Pride","https://www.imdb.com/title/tt3169706/","Movie","7.8","119","2014","Biography, Comedy, Drama, History, Romance","63935","2014-09-12","Matthew Warchus","",""
2744,"tt0942384","2018-09-13","2018-09-13","","Shelter","Shelter","https://www.imdb.com/title/tt0942384/","Movie","7.6","97","2007","Drama, Romance, Sport","25036","2009-04-16","Jonah Markowitz","",""
2745,"tt1922721","2018-09-13","2018-09-13","","Beauty","Skoonheid","https://www.imdb.com/title/tt1922721/","Movie","6.3","99","2011","Drama","2060","2012-10-05","Oliver Hermanus","",""
2746,"tt2924590","2018-09-13","2018-09-13","","Snails in the Rain","Shablulim BaGeshem","https://www.imdb.com/title/tt2924590/","Movie","6.3","82","2013","Drama, Romance","2625","2013-06-20","Yariv Mozer","",""
2747,"tt0119248","2018-09-13","2018-09-13","","Steam: The Turkish Bath","Hamam","https://www.imdb.com/title/tt0119248/","Movie","6.8","94","1997","Drama, Romance","7731","1998-11-25","Ferzan Özpetek","",""
2748,"tt2852458","2018-09-13","2018-09-13","","Stranger by the Lake","L'inconnu du lac","https://www.imdb.com/title/tt2852458/","Movie","6.9","100","2013","Drama, Romance, Thriller","17074","2013-06-12","Alain Guiraudie","",""
2749,"tt0381668","2018-09-13","2018-09-13","","Tropical Malady","Sud pralad","https://www.imdb.com/title/tt0381668/","Movie","7.1","118","2004","Drama, Fantasy, Romance","6616","2004-11-24","Apichatpong Weerasethakul","",""
2750,"tt0420206","2018-09-13","2018-09-13","","Summer Storm","Sommersturm","https://www.imdb.com/title/tt0420206/","Movie","7.2","98","2004","Comedy, Drama, Romance, Sport","14793","2004-09-02","Marco Kreuzpaintner","",""
2751,"tt0476643","2018-09-13","2018-09-13","","The Bubble","Ha-Buah","https://www.imdb.com/title/tt0476643/","Movie","7.2","117","2006","Comedy, Drama, Romance","5786","2007-09-07","Eytan Fox","",""
2752,"tt0274497","2018-09-13","2018-09-13","","The Ignorant Fairies","Le fate ignoranti","https://www.imdb.com/title/tt0274497/","Movie","7.3","106","2001","Drama, Romance","10595","2002-09-20","Ferzan Özpetek","",""
2753,"tt0842926","2018-09-13","2018-09-13","","The Kids Are All Right","The Kids Are All Right","https://www.imdb.com/title/tt0842926/","Movie","7.0","106","2010","Comedy, Drama, Romance","136366","2010-07-30","Lisa Cholodenko","",""
2754,"tt0111309","2018-09-13","2018-09-13","","The Sum of Us","The Sum of Us","https://www.imdb.com/title/tt0111309/","Movie","7.3","100","1994","Comedy, Drama","6087","1995-03-08","Geoff Burton, Kevin Dowling","",""
2755,"tt1702014","2018-09-13","2018-09-13","","The Way He Looks","Hoje Eu Quero Voltar Sozinho","https://www.imdb.com/title/tt1702014/","Movie","7.9","96","2014","Drama, Romance","28854","2014-11-07","Daniel Ribeiro","",""
2756,"tt0115685","2018-09-13","2018-09-13","","The Birdcage","The Birdcage","https://www.imdb.com/title/tt0115685/","Movie","7.2","117","1996","Comedy","109791","1996-03-08","Mike Nichols","",""
2757,"tt2306783","2018-09-13","2018-09-13","","The Falls","The Falls","https://www.imdb.com/title/tt2306783/","Movie","6.7","91","2012","Drama, Romance","3033","2012","Jon Garcia","",""
2758,"tt3169740","2018-09-13","2018-09-13","","The Falls: Testament of Love","The Falls: Testament of Love","https://www.imdb.com/title/tt3169740/","Movie","6.6","123","2013","Drama, Romance","2085","2018-04-01","Jon Garcia","",""
2759,"tt0134119","2018-09-13","2018-09-13","","The Talented Mr. Ripley","The Talented Mr. Ripley","https://www.imdb.com/title/tt0134119/","Movie","7.4","139","1999","Crime, Drama, Thriller","263046","1999-12-25","Anthony Minghella","",""
2760,"tt0417189","2018-09-13","2018-09-13","","Time to Leave","Le temps qui reste","https://www.imdb.com/title/tt0417189/","Movie","7.1","81","2005","Drama","9432","2005-11-30","François Ozon","",""
2761,"tt1368491","2018-09-13","2018-09-13","","Undertow","Contracorriente","https://www.imdb.com/title/tt1368491/","Movie","7.7","97","2009","Drama, Fantasy, Romance","7369","2010-04-16","Javier Fuentes-León","",""
2762,"tt1714210","2018-09-13","2018-09-13","","Weekend","Weekend","https://www.imdb.com/title/tt1714210/","Movie","7.6","97","2011","Drama, Romance","33933","2011-11-04","Andrew Haigh","",""
2763,"tt0476991","2018-09-13","2018-09-13","","Were the World Mine","Were the World Mine","https://www.imdb.com/title/tt0476991/","Movie","6.8","95","2008","Adventure, Comedy, Fantasy, Musical, Romance","6016","2009-05-14","Tom Gustafson","",""
2764,"tt0995829","2018-09-13","2018-09-13","","XXY","XXY","https://www.imdb.com/title/tt0995829/","Movie","7.0","86","2007","Drama, Romance","15306","2008-05-02","Lucía Puenzo","",""
2765,"tt0080662","2018-09-13","2018-09-13","","You Are Not Alone","Du er ikke alene","https://www.imdb.com/title/tt0080662/","Movie","7.1","90","1978","Drama, Romance","4377","1978-02-23","Ernst Johansen, Lasse Nielsen","",""
2766,"tt0250202","2018-09-13","2018-09-13","","All Over the Guy","All Over the Guy","https://www.imdb.com/title/tt0250202/","Movie","6.4","95","2001","Comedy, Romance","5176","2002-03-07","Julie Davis","",""
2767,"tt0115640","2018-09-13","2018-09-13","","Beautiful Thing","Beautiful Thing","https://www.imdb.com/title/tt0115640/","Movie","7.6","90","1996","Comedy, Drama, Romance","26752","1996-10-09","Hettie Macdonald","",""
2768,"tt0118698","2018-09-13","2018-09-13","","Bent","Bent","https://www.imdb.com/title/tt0118698/","Movie","7.1","105","1997","Drama, History, Romance, War","9160","1997-11-26","Sean Mathias","",""
2769,"tt0115741","2018-09-13","2018-09-13","","Boyfriends","Boyfriends","https://www.imdb.com/title/tt0115741/","Movie","5.7","81","1996","Comedy, Drama","438","1997-02-14","Tom Hunsinger, Neil Hunter","",""
2770,"tt0401085","2018-09-13","2018-09-13","","C.R.A.Z.Y.","C.R.A.Z.Y.","https://www.imdb.com/title/tt0401085/","Movie","7.8","129","2005","Comedy, Drama","34801","2022-06-03","Jean-Marc Vallée","",""
2771,"tt5726616","2018-09-13","2018-09-13","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
2772,"tt1651062","2018-09-13","2018-09-13","","Christopher and His Kind","Christopher and His Kind","https://www.imdb.com/title/tt1651062/","TV Movie","7.0","90","2011","Biography, Drama, Romance","4799","2011-03-19","Geoffrey Sax","",""
2773,"tt2991092","2018-09-13","2018-09-13","","Eastern Boys","Eastern Boys","https://www.imdb.com/title/tt2991092/","Movie","6.9","128","2013","Crime, Drama, Romance, Thriller","4033","2014-04-02","Robin Campillo","",""
2774,"tt1424327","2018-09-13","2018-09-13","","Eyes Wide Open","Einayim Pekukhoth","https://www.imdb.com/title/tt1424327/","Movie","7.3","91","2009","Drama, Romance","6688","2009-09-02","Haim Tabakman","",""
2775,"tt2186781","2018-09-13","2018-09-13","","Five Dances","Five Dances","https://www.imdb.com/title/tt2186781/","Movie","7.0","83","2013","Drama, Music, Romance","2945","2013-10-04","Alan Brown","",""
2776,"tt2801746","2018-09-13","2018-09-13","","Hawaii","Hawaii","https://www.imdb.com/title/tt2801746/","Movie","7.2","102","2013","Drama, Romance","6092","2013-11-07","Marco Berger","",""
2777,"tt1045772","2018-09-13","2018-09-13","","I Love You Phillip Morris","I Love You Phillip Morris","https://www.imdb.com/title/tt1045772/","Movie","6.6","98","2009","Biography, Comedy, Crime, Drama, Romance","102030","2011-01-07","Glenn Ficarra, John Requa","",""
2778,"tt1273204","2018-09-13","2018-09-13","","David's Birthday","Il compleanno","https://www.imdb.com/title/tt1273204/","Movie","6.6","106","2009","Drama, Mystery, Romance","2610","2010-05-28","Marco Filiberti","",""
2779,"tt1710397","2018-09-13","2018-09-13","","Pure Heart","Junjô","https://www.imdb.com/title/tt1710397/","Movie","6.1","87","2010","Drama, Romance","163","2010-09-04","Satoshi Kaneda","",""
2780,"tt0275491","2018-09-13","2018-09-13","","Bad Education","La mala educación","https://www.imdb.com/title/tt0275491/","Movie","7.4","106","2004","Crime, Drama","65128","2005-02-11","Pedro Almodóvar","",""
2781,"tt2581458","2018-09-13","2018-09-13","","Looking","Looking","https://www.imdb.com/title/tt2581458/","TV Series","8.2","30","2014","Comedy, Drama, Romance","22760","2014-01-19","","",""
2782,"tt0330602","2018-09-13","2018-09-13","","Mambo Italiano","Mambo Italiano","https://www.imdb.com/title/tt0330602/","Movie","6.7","99","2003","Comedy, Drama, Romance","7094","2003-09-19","Émile Gaudreault","",""
2783,"tt0093512","2018-09-13","2018-09-13","","Maurice","Maurice","https://www.imdb.com/title/tt0093512/","Movie","7.6","140","1987","Drama, Romance","25820","1987-09-18","James Ivory","",""
2784,"tt2379082","2018-09-13","2018-09-13","","Monster Pies","Monster Pies","https://www.imdb.com/title/tt2379082/","Movie","6.6","85","2013","Drama, Romance","3337","2013-04","Lee Galea","",""
2785,"tt2199543","2018-09-13","2018-09-13","","Futuro Beach","Praia do Futuro","https://www.imdb.com/title/tt2199543/","Movie","6.3","106","2014","Drama, Romance","3511","2015-02-27","Karim Aïnouz","",""
2786,"tt1073510","2018-09-13","2018-09-13","","Prayers for Bobby","Prayers for Bobby","https://www.imdb.com/title/tt1073510/","TV Movie","8.0","90","2009","Biography, Drama, Romance","18733","2009-01-24","Russell Mulcahy","",""
2787,"tt0772200","2018-09-13","2018-09-13","","Save Me","Save Me","https://www.imdb.com/title/tt0772200/","Movie","6.7","96","2007","Drama, Romance","2167","2009-10-15","Robert Cary","",""
2788,"tt0367027","2018-09-13","2018-09-13","","Shortbus","Shortbus","https://www.imdb.com/title/tt0367027/","Movie","6.4","101","2006","Comedy, Drama, Romance","36498","2006-10-20","John Cameron Mitchell","",""
2789,"tt0104036","2018-09-13","2018-09-13","","The Crying Game","The Crying Game","https://www.imdb.com/title/tt0104036/","Movie","7.2","112","1992","Crime, Drama, Romance, Thriller","62186","1993-02-19","Neil Jordan","",""
2790,"tt0424287","2018-09-13","2018-09-13","","The Mostly Unfabulous Social Life of Ethan Green","The Mostly Unfabulous Social Life of Ethan Green","https://www.imdb.com/title/tt0424287/","Movie","6.1","88","2005","Comedy, Romance","2129","2005-04-29","George Bamber","",""
2791,"tt1684226","2018-09-13","2018-09-13","","The Normal Heart","The Normal Heart","https://www.imdb.com/title/tt1684226/","TV Movie","7.9","132","2014","Biography, Drama, History, Romance","38894","2014-05-25","Ryan Murphy","",""
2792,"tt2107835","2018-09-13","2018-09-13","","The Skinny","The Skinny","https://www.imdb.com/title/tt2107835/","Movie","6.2","103","2012","Comedy, Drama, Romance","786","2012-02-10","Patrik-Ian Polk","",""
2793,"tt0162710","2018-09-13","2018-09-13","","Trick","Trick","https://www.imdb.com/title/tt0162710/","Movie","7.2","89","1999","Comedy, Music, Romance","9779","1999-07-23","Jim Fall","",""
2794,"tt0334754","2018-09-13","2018-09-13","","Yossi & Jagger","Yossi & Jagger","https://www.imdb.com/title/tt0334754/","Movie","7.1","65","2002","Drama, History, Romance, War","7828","2002-08-01","Eytan Fox","",""
2795,"tt1934269","2018-09-13","2018-09-13","","Yossi","Yossi","https://www.imdb.com/title/tt1934269/","Movie","7.0","84","2012","Drama, Romance","3347","2012-05-17","Eytan Fox","",""
2796,"tt1847731","2018-09-13","2018-09-13","","Tomboy","Tomboy","https://www.imdb.com/title/tt1847731/","Movie","7.4","82","2011","Drama","22987","2011-04-20","Céline Sciamma","",""
2797,"tt0311943","2018-09-13","2018-09-13","","Carnets d'ado: You'll Get Over It","Carnets d'ado: À cause d'un garçon","https://www.imdb.com/title/tt0311943/","TV Episode","6.9","86","2002","","2138","2002-03-13","Fabrice Cazeneuve","",""
2798,"tt0166604","2018-09-13","2018-09-13","","Fögi Is a Bastard","F. est un salaud","https://www.imdb.com/title/tt0166604/","Movie","6.5","91","1998","Drama, Music, Romance","2600","1999-04-28","Marcel Gisler","",""
2799,"tt0340137","2018-09-13","2018-09-13","","Grande école","Grande école","https://www.imdb.com/title/tt0340137/","Movie","5.7","110","2004","Drama, Romance","2481","2004-02-04","Robert Salis","",""
2800,"tt1424797","2018-09-13","2018-09-13","","I Killed My Mother","J'ai tué ma mère","https://www.imdb.com/title/tt1424797/","Movie","7.4","96","2009","Drama, Romance","32179","2009-07-15","Xavier Dolan","",""
2801,"tt0810819","2018-09-13","2018-09-13","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper","",""
2802,"tt0231844","2018-09-13","2018-09-13","","Juste une question d'amour","Juste une question d'amour","https://www.imdb.com/title/tt0231844/","TV Movie","7.7","88","2000","Drama, Romance","6233","2000-01-26","Christian Faure","",""
2803,"tt1600524","2018-09-13","2018-09-13","","Heartbeats","Les amours imaginaires","https://www.imdb.com/title/tt1600524/","Movie","7.0","101","2010","Comedy, Drama, Romance","30832","2010-09-29","Xavier Dolan","",""
2804,"tt1650048","2018-09-13","2018-09-13","","Laurence Anyways","Laurence Anyways","https://www.imdb.com/title/tt1650048/","Movie","7.6","168","2012","Drama, Romance","22835","2013-06-28","Xavier Dolan","",""
2805,"tt0116882","2018-09-13","2018-09-13","","Lilies","Lilies - Les feluettes","https://www.imdb.com/title/tt0116882/","Movie","7.4","95","1996","Crime, Drama, Fantasy, Mystery, Romance","2970","1997-08-16","John Greyson","",""
2806,"tt0119590","2018-09-13","2018-09-13","","Ma vie en rose","Ma vie en rose","https://www.imdb.com/title/tt0119590/","Movie","7.5","88","1997","Drama","9159","1997-12-26","Alain Berliner","",""
2807,"tt0120453","2018-09-13","2018-09-13","","The Fire That Burns","La ville dont le prince est un enfant","https://www.imdb.com/title/tt0120453/","TV Movie","7.2","91","1997","Drama","534","1997-03-07","Christophe Malavoy","",""
2808,"tt0173906","2018-09-13","2018-09-13","","L'homme que j'aime","L'homme que j'aime","https://www.imdb.com/title/tt0173906/","TV Movie","7.2","91","1997","Drama, Romance, Sport","1825","1997-12-05","Stéphane Giusti","",""
2809,"tt1302559","2018-09-13","2018-09-13","","The String","Le fil","https://www.imdb.com/title/tt1302559/","Movie","6.7","93","2009","Drama, Romance","2285","2010-05-12","Mehdi Ben Attia","",""
2810,"tt1001482","2018-09-13","2018-09-13","","United States of Tara","United States of Tara","https://www.imdb.com/title/tt1001482/","TV Series","8.0","30","2009","Comedy, Drama, Romance","25966","2009-01-18","","",""
2811,"tt0444518","2018-09-13","2018-09-13","","Un amour à taire","Un amour à taire","https://www.imdb.com/title/tt0444518/","TV Movie","8.1","103","2005","Drama, Romance, War","3275","2005-03-07","Christian Faure","",""
2812,"tt1101028","2018-09-13","2018-09-13","","Autopsy","Autopsy","https://www.imdb.com/title/tt1101028/","TV Movie","5.9","90","2007","Crime, Drama, Romance","353","2007-11-10","Jérôme Anger","",""
2813,"tt0111019","2018-09-13","2018-09-13","","Wild Reeds","Les roseaux sauvages","https://www.imdb.com/title/tt0111019/","Movie","7.3","110","1994","Drama, Romance","7043","1995-05-10","André Téchiné","",""
2814,"tt0313410","2018-09-13","2018-09-13","","No Night Is Too Long","No Night Is Too Long","https://www.imdb.com/title/tt0313410/","TV Movie","7.1","116","2002","Crime, Drama, Romance, Thriller","2898","2002-12-27","Tom Shankland","",""
2815,"tt2181867","2018-09-13","2018-09-13","","Tell No One","Come non detto","https://www.imdb.com/title/tt2181867/","Movie","6.6","85","2012","Comedy, Romance","1644","2012-09-07","Ivan Silvestrini","",""
2816,"tt4262174","2018-09-13","2018-09-13","","First Girl I Loved","First Girl I Loved","https://www.imdb.com/title/tt4262174/","Movie","6.1","90","2016","Drama, Romance","4264","2016-10-18","Kerem Sanga","",""
