Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1391,tt0081398,2022-04-20,2022-04-20,"New video essays by film critics Geoffrey O’Brien and Sheila O’Malley on Scorsese’s mastery of formal techniques and the film’s triumvirate of characters Three audio commentaries, featuring Scorsese and editor Thelma Schoonmaker; director of photography Michael Chapman, producers Robert Chartoff and Irwin Winkler, casting director Cis Corman, music consultant Robbie Robertson, actors Theresa Saldana and John Turturro, and sound-effects supervising editor Frank Warner; and boxer Jake La Motta and screenwriters Mardik Martin and Paul Schrader Fight Night, a making-of program featuring Scorsese and key members of the cast and crew Three short programs highlighting the longtime collaboration between Scorsese and actor Robert De Niro Television interview from 1981 with actor Cathy Moriarty and the real Vikki La Motta Interview with Jake La Motta from 1990 Program from 2004 featuring veteran boxers reminiscing about La Motta Trailer","Raging Bull","Raging Bull",https://www.imdb.com/title/tt0081398/,Movie,8.1,129,1980,"Biography, Drama, Sport",398283,1980-12-19,"Martin Scorsese",,
1392,tt0112857,2022-04-20,2022-04-20,"Audio commentary featuring Franklin New conversation between Franklin and actor Don Cheadle New conversation between Walter Mosley, author of the novel on which the film is based, and novelist and screenwriter Attica Locke On-stage conversation between Franklin and film historian Eddie Muller, recorded at the 2018 Noir City Film Festival in Chicago Screen test for Cheadle Trailer","Devil in a Blue Dress","Devil in a Blue Dress",https://www.imdb.com/title/tt0112857/,Movie,6.8,102,1995,"Crime, Drama, Mystery, Thriller",26465,1995-09-29,"Carl Franklin",,
1393,tt14039582,2022-04-20,2022-04-20,"New interview with Hamaguchi Program about the making of the film, featuring behind-the-scenes footage and interviews with actors Reika Kirishima, Hidetoshi Nishijima, Masaki Okada, Yoo-rim Park, Dae-Young Jin, and others Press conference footage from the film’s premiere at the 2021 Cannes International Film Festival Trailer","Drive My Car","Doraibu mai kâ",https://www.imdb.com/title/tt14039582/,Movie,7.5,179,2021,"Drama",73349,2021-08-20,"Ryûsuke Hamaguchi",,
1394,tt0970935,2022-05-16,2022-05-16,"Introduction by Bronstein Conversation between Bronstein and filmmaker Josh Safdie Deleted scenes","Frownland","Frownland",https://www.imdb.com/title/tt0970935/,Movie,6.3,106,2007,"Comedy, Drama",884,2008-09-17,"Ronald Bronstein",,
1395,tt1426362,2022-05-16,2022-05-16,"New interviews with actors Sage and Frey Ranaldo and their parents, photographer Leah Singer and musician Lee Ranaldo Documentary from 2017 about the Safdies Footage of Sage and Frey Ranaldo’s first meeting with actor Ronald Bronstein Making-of program There’s Nothing You Can Do (2008), a short film by the Safdies featuring members of the Daddy Longlegs cast and crew Deleted scenes Promotional films and trailer","Daddy Longlegs","Go Get Some Rosemary",https://www.imdb.com/title/tt1426362/,Movie,6.9,100,2009,"Comedy, Drama",3176,2010-04-28,"Benny Safdie, Josh Safdie",,
1396,tt0030252,2022-05-16,2022-05-16,"New conversation between filmmaker Jean-Pierre Jeunet (Amélie) and journalist Philippe Morisson Television program from 1972 on the making of the film Documentary from 1994 on the life and career of director Marcel Carné Trailer","Hotel du Nord","Hôtel du Nord",https://www.imdb.com/title/tt0030252/,Movie,7.5,83,1938,"Comedy, Drama, Romance",3450,1938-12-14,"Marcel Carné",,
1397,tt0068323,2022-05-16,2022-05-16,"New interview with Mia Mask, author of Black Rodeo: A History of the African American Western Behind-the-scenes footage featuring actor-director Sidney Poitier and actor Harry Belafonte Interviews with Poitier and Belafonte from 1972 episodes of Soul! and The Dick Cavett Show New interview with Gina Belafonte, daughter of Harry Belafonte","Buck and the Preacher","Buck and the Preacher",https://www.imdb.com/title/tt0068323/,Movie,6.6,102,1972,"Adventure, Drama, Western",2982,1972-03-17,"Sidney Poitier, Joseph Sargent",,
1398,tt13648216,2022-05-16,2022-05-16,"Three short films by Beshir: He Who Dances on Wood (2016); Heroin (2017); and Hairat (2017), featuring an introduction by Beshir Trailer","Faya Dayi","Faya Dayi",https://www.imdb.com/title/tt13648216/,Movie,6.8,120,2021,"Documentary, Drama",749,2021-09-03,"Jessica Beshir",,
1399,tt0069214,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","Sambizanga","Sambizanga",https://www.imdb.com/title/tt0069214/,Movie,7.0,97,1972,"Drama",941,1973-04-26,"Sarah Maldoror",,
1400,tt0176049,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","Prisioneros de la tierra","Prisioneros de la tierra",https://www.imdb.com/title/tt0176049/,Movie,7.0,85,1939,"Drama",354,1939-08-17,"Mario Soffici",,
1401,tt0318069,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","Chess of the Wind","Shatranj-e baad",https://www.imdb.com/title/tt0318069/,Movie,7.3,99,1976,"Drama, Mystery, Thriller",2070,2021-08-18,"Mohammad Reza Aslani",,
1402,tt0073417,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","The Child of Another","Muna Moto",https://www.imdb.com/title/tt0073417/,Movie,7.0,100,1975,"Drama, Romance",422,1976-05-26,"Jean-Pierre Dikongue-Pipa",,
1403,tt0031544,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","Two Girls on the Street","Két lány az uccán",https://www.imdb.com/title/tt0031544/,Movie,6.3,79,1939,"Comedy, Drama",190,1939-10-04,"André De Toth",,
1404,tt0311384,2022-06-21,2022-06-21,"New introductions to the films by World Cinema Project founder Martin Scorsese New and archival interviews featuring Indian film historian Suresh Chabria and filmmaker Kumar Shahani (on Kalpana); Argentine film historians Paula Félix-Didier and Andrés Levinson (on Prisioneros de la tierra); Two Girls on the Street director André de Toth; and Sambizanga director Sarah Maldoror and Annouchka de Andrade, Maldoror’s daughter New program by filmmaker Mohamed Challouf featuring interviews with Muna moto director Dikongué-Pipa and African film historian Férid Boughedir The Majnoun and the Wind (2022), a documentary by Gita Aslani Shahrestani, daughter of Chess of the Wind director Mohammad Reza Aslani, featuring Aslani, members of the film’s cast and crew, and others","Kalpana","Kalpana",https://www.imdb.com/title/tt0311384/,Movie,6.3,122,1948,"Musical",152,1948,"Uday Shankar",,
1405,tt0391483,2022-06-21,2022-06-21,"Audio commentary featuring Baker, Tsou, and actor Charles Jang New interviews with Baker, Tsou, Jang, and actors Wang-Thye Lee and Jeng-Hua Yu Program about the making of the film Deleted scenes Screen test Trailer ","Take Out","Take Out",https://www.imdb.com/title/tt0391483/,Movie,7.1,87,2004,"Drama",2398,2004-01-18,"Sean Baker, Shih-Ching Tsou",,
1406,tt0109759,2022-06-21,2022-06-21,"Audio commentary featuring Egoyan and composer Mychael Danna New conversation between Egoyan and filmmaker and actor Sarah Polley Calendar, a 1993 feature film by Egoyan, with a new introduction Peep Show, a 1981 short film by Egoyan En passant, a 1991 short film by Egoyan featuring Maury Chaykin and Arsinée Khanjian Artaud Double Bill, a 2007 short film by Egoyan, commissioned for the sixtieth anniversary of the Cannes Film Festival Audio from the film’s 1994 Cannes Film Festival press conference, featuring Egoyan, Khanjian, actor Bruce Greenwood, and producer Camelia Frieberg","Exotica","Exotica",https://www.imdb.com/title/tt0109759/,Movie,7.0,103,1994,"Drama",21930,1995-03-24,"Atom Egoyan",,
1407,tt5363618,2022-06-21,2022-06-21,"New conversation between Marder and filmmaker Derek Cianfrance, who share a story credit on the film New program about the film’s sound, featuring Marder and sound designer Nicolas Becker Music video for Abraham Marder’s song “Green,” featuring outtakes from the film Featurettes Trailer","Sound of Metal","Sound of Metal",https://www.imdb.com/title/tt5363618/,Movie,7.7,120,2019,"Drama, Music",161447,2020-12-04,"Darius Marder",,
1408,tt0116922,2022-07-18,2022-07-18,"Pretty as a Picture: The Art of David Lynch, a feature-length 1997 documentary by Toby Keeler featuring Lynch and his collaborators Angelo Badalamenti, Peter Deming, Barry Gifford, Mary Sweeney, and others, along with on-set footage from Lost Highway Reading by Lynch and critic Kristine McKenna of excerpts from their 2018 book, Room to Dream Archival interviews with Lynch and actors Patricia Arquette, Bill Pullman, and Robert Loggia","Lost Highway","Lost Highway",https://www.imdb.com/title/tt0116922/,Movie,7.6,134,1997,"Drama, Mystery, Thriller",164510,1997-01-15,"David Lynch",,
1409,tt0036613,2022-07-18,2022-07-18,"New audio commentary featuring Charles Dennis, author of There’s a Body in the Window Seat!: The History of “Arsenic and Old Lace” Radio adaptation from 1952 starring Boris Karloff Trailer","Arsenic and Old Lace","Arsenic and Old Lace",https://www.imdb.com/title/tt0036613/,Movie,7.9,118,1944,"Comedy, Crime, Thriller",77270,1944-09-21,"Frank Capra",,
1410,tt0119080,2022-07-18,2022-07-18,"Original 108-minute theatrical-release version Audio commentary on the director’s cut featuring Lemmons, Vincent, producer Caldecot Chubb, and editor Terilyn A. Shropshire Dr. Hugo (1996), a short film Lemmons made as a proof of concept for Eve’s Bayou, in a new 4K digital transfer New interview with Lemmons Cast reunion footage Interview with composer Terence Blanchard New program showcasing black-and-white Polaroids that Vincent took during production Cast and crew photographs by William Eggleston Trailer","Eve's Bayou","Eve's Bayou",https://www.imdb.com/title/tt0119080/,Movie,7.2,108,1997,"Drama",12331,1997-11-07,"Kasi Lemmons",,
1411,tt0123948,2022-07-18,2022-07-18,"New conversation between director Kiyoshi Kurosawa and filmmaker Ryusuke Hamaguchi Interviews with actors Masato Hagiwara and Koji Yakusho Interview from 2003 with Kurosawa Trailers and teaser","Cure","Cure",https://www.imdb.com/title/tt0123948/,Movie,7.5,111,1997,"Crime, Horror, Mystery, Thriller",31918,2001-07-08,"Kiyoshi Kurosawa",,
1412,tt10767168,2022-07-18,2022-07-18,"New interview with Bustamante Documentary on the making of the film featuring interviews with cast and crew Trailer","La Llorona","La llorona",https://www.imdb.com/title/tt10767168/,Movie,6.6,97,2019,"Crime, Drama, Horror, Thriller, War",8575,2020-08-06,"Jayro Bustamante",,
1413,tt0060959,2022-08-17,2022-08-17,"Audio commentary featuring film scholars Daniel Bird and Peter Hames New interview with film programmer Irena Kovarova Documentary from 2002 about director Věra Chytilová Documentary about the artistic collaboration among Chytilová, cinematographer Jaroslav Kučera, and screenwriter Ester Krumbachová Two short films from 1962 by Chytilová: A Bagful of Fleas and Ceiling Trailer","Daisies","Sedmikrásky",https://www.imdb.com/title/tt0060959/,Movie,7.2,75,1966,"Comedy",16831,1966-12-30,"Vera Chytilová",,
1414,tt10293406,2022-08-17,2022-08-17,"Interview with Campion about the making of the film Program featuring interviews with members of the cast and crew and behind-the-scenes footage captured on location in New Zealand Interview with Campion and composer Jonny Greenwood about the film’s score Conversation among Campion, director of photography Ari Wegner, actor Kirsten Dunst, and producer Tanya Seghatchian, moderated by filmmaker Tamara Jenkins New interview with novelist Annie Proulx Trailer","The Power of the Dog","The Power of the Dog",https://www.imdb.com/title/tt10293406/,Movie,6.8,126,2021,"Drama, Western",201346,2021-12-01,"Jane Campion",,
1415,tt0338564,2022-08-17,2022-08-17,"Audio commentaries for Infernal Affairs and Infernal Affairs II featuring codirectors Andrew Lau Wai-keung and Alan Mak and screenwriter Felix Chong Man-keung Alternate ending for Infernal Affairs New interview with Lau and Mak Archival interviews with Lau, Mak, Chong, and actors Andy Lau Tak-wah, Tony Leung Chiu-wai, Anthony Wong Chau-sang, Kelly Chen Wai-lam, Edison Chen Koon-hei, Eric Tsang Chi-wai, and Chapman To Man-chak Making-of programs Behind-the-scenes footage, deleted scenes, and outtakes Trailers","Infernal Affairs","Mou gaan dou",https://www.imdb.com/title/tt0338564/,Movie,8.0,101,2002,"Crime, Drama, Mystery, Thriller",135479,2002-12-12,"Wai Keung Lau, Alan Mak",,
1416,tt0369060,2022-08-17,2022-08-17,"Audio commentaries for Infernal Affairs and Infernal Affairs II featuring codirectors Andrew Lau Wai-keung and Alan Mak and screenwriter Felix Chong Man-keung Alternate ending for Infernal Affairs New interview with Lau and Mak Archival interviews with Lau, Mak, Chong, and actors Andy Lau Tak-wah, Tony Leung Chiu-wai, Anthony Wong Chau-sang, Kelly Chen Wai-lam, Edison Chen Koon-hei, Eric Tsang Chi-wai, and Chapman To Man-chak Making-of programs Behind-the-scenes footage, deleted scenes, and outtakes Trailers","Infernal Affairs II","Mou gaan dou II",https://www.imdb.com/title/tt0369060/,Movie,7.2,119,2003,"Action, Crime, Drama, Thriller",20644,2003-10-01,"Wai Keung Lau, Alan Mak",,
1417,tt0374339,2022-08-17,2022-08-17,"Audio commentaries for Infernal Affairs and Infernal Affairs II featuring codirectors Andrew Lau Wai-keung and Alan Mak and screenwriter Felix Chong Man-keung Alternate ending for Infernal Affairs New interview with Lau and Mak Archival interviews with Lau, Mak, Chong, and actors Andy Lau Tak-wah, Tony Leung Chiu-wai, Anthony Wong Chau-sang, Kelly Chen Wai-lam, Edison Chen Koon-hei, Eric Tsang Chi-wai, and Chapman To Man-chak Making-of programs Behind-the-scenes footage, deleted scenes, and outtakes Trailers","Infernal Affairs III","Mou gaan dou III: Jung gik mou gaan",https://www.imdb.com/title/tt0374339/,Movie,6.8,118,2003,"Action, Crime, Drama, Thriller",15366,2003-12-12,"Wai Keung Lau, Alan Mak",,
1418,tt0104797,2022-08-17,2022-08-17,"Audio commentary from 2005 featuring director Spike Lee, Dickerson, editor Barry Alexander Brown, and costume designer Ruth E. Carter New conversation between Lee and journalist and screenwriter Barry Michael Cooper New interviews with actor Delroy Lindo and composer Terence Blanchard Program about the making of the film, featuring Lee, Dickerson, Brown, Blanchard, Carter, filmmaker Martin Scorsese, actor Ossie Davis, Reverend Al Sharpton, former Warner Bros. executive Lucy Fisher, producers Preston Holmes and Jon Kilik, production designer Wynn Thomas, casting director Robi Reed, and Malcolm X’s daughter Ilyasah Shabazz Malcolm X (1972), a feature-length documentary produced by Marvin Worth and Arnold Perl and directed by Perl, narrated by actor James Earl Jones Deleted scenes with introductions by Lee Trailer","Malcolm X","Malcolm X",https://www.imdb.com/title/tt0104797/,Movie,7.7,202,1992,"Biography, Drama, History",107429,1992-11-18,"Spike Lee",,
1419,tt0910970,2022-09-15,2022-09-15,"Two audio commentaries: one featuring Stanton and the other, character supervisor Bill Wise, coproducer Lindsey Collins, story artist Derek Thompson, and lead animator Angus MacLane New programs on Stanton’s cinematic influences and production designer Ralph Eggleston’s color scripts Tour of the Pixar Living Archive with Stanton Behind-the-scenes look at the making of the film, including segments from early animation reels The Pixar Story (2007), a documentary by Leslie Iwerks More than a dozen documentaries exploring the film’s production and robots Anatomy of a Scene: The Plant, a masterclass with Stanton “WALL•E”: A to Z, a new program featuring Stanton and coscreenwriter Jim Reardon Deleted scenes featuring commentary by Stanton A Story (1987), a student film by Stanton BURN•E (2008), a short film by MacLane Trailers","WALL·E","WALL·E",https://www.imdb.com/title/tt0910970/,Movie,8.4,98,2008,"Animation, Adventure, Family, Sci-Fi",1272010,2008-06-27,"Andrew Stanton",,
1420,tt0058780,2022-09-15,2022-09-15,"New interview with author Alicia Malone Maybe I Really Am a Sorceress, a 1989 documentary on director Mai Zetterling, featuring interviews with Zetterling; her coscreenwriter, David Hughes; and actors Harriet Andersson, Ingrid Thulin, Bibi Andersson, and Gunnel Lindblom Lines from the Heart, a 1996 documentary reuniting The Girls actors Harriet Andersson, Bibi Andersson, and Lindblom Interview with Zetterling from 1984 on Loving Couples and The Girls Swedish television footage from 1966, filmed on location during the production of Night Games and at the film’s premiere","Loving Couples","Älskande par",https://www.imdb.com/title/tt0058780/,Movie,6.6,118,1964,"Drama, Romance",886,1964-12-21,"Mai Zetterling",,
1421,tt0060740,2022-09-15,2022-09-15,"New interview with author Alicia Malone Maybe I Really Am a Sorceress, a 1989 documentary on director Mai Zetterling, featuring interviews with Zetterling; her coscreenwriter, David Hughes; and actors Harriet Andersson, Ingrid Thulin, Bibi Andersson, and Gunnel Lindblom Lines from the Heart, a 1996 documentary reuniting The Girls actors Harriet Andersson, Bibi Andersson, and Lindblom Interview with Zetterling from 1984 on Loving Couples and The Girls Swedish television footage from 1966, filmed on location during the production of Night Games and at the film’s premiere","Night Games","Nattlek",https://www.imdb.com/title/tt0060740/,Movie,6.3,105,1966,"Drama",863,1966-09-12,"Mai Zetterling",,
1422,tt0062981,2022-09-15,2022-09-15,"New interview with author Alicia Malone Maybe I Really Am a Sorceress, a 1989 documentary on director Mai Zetterling, featuring interviews with Zetterling; her coscreenwriter, David Hughes; and actors Harriet Andersson, Ingrid Thulin, Bibi Andersson, and Gunnel Lindblom Lines from the Heart, a 1996 documentary reuniting The Girls actors Harriet Andersson, Bibi Andersson, and Lindblom Interview with Zetterling from 1984 on Loving Couples and The Girls Swedish television footage from 1966, filmed on location during the production of Night Games and at the film’s premiere","The Girls","Flickorna",https://www.imdb.com/title/tt0062981/,Movie,6.7,100,1968,"Comedy, Drama",1104,1968-09-16,"Mai Zetterling",,
1423,tt0098327,2022-09-15,2022-09-15,"New interview with actor Arno Frisch New interview with film historian Alexander Horwath Interviews from 2005 with Haneke Documentary about Haneke’s career featuring interviews with the director and actors Juliette Binoche, Isabelle Huppert, and Jean-Louis Trintignant Deleted scenes from Benny’s Video Trailers","The Seventh Continent","Der siebente Kontinent",https://www.imdb.com/title/tt0098327/,Movie,7.6,108,1989,"Drama",18355,1992-10-09,"Michael Haneke",,
1424,tt0103793,2022-09-15,2022-09-15,"New interview with actor Arno Frisch New interview with film historian Alexander Horwath Interviews from 2005 with Haneke Documentary about Haneke’s career featuring interviews with the director and actors Juliette Binoche, Isabelle Huppert, and Jean-Louis Trintignant Deleted scenes from Benny’s Video Trailers","Benny's Video","Benny's Video",https://www.imdb.com/title/tt0103793/,Movie,7.1,110,1992,"Crime, Drama",20011,1993-02-11,"Michael Haneke",,
1425,tt0109020,2022-09-15,2022-09-15,"New interview with actor Arno Frisch New interview with film historian Alexander Horwath Interviews from 2005 with Haneke Documentary about Haneke’s career featuring interviews with the director and actors Juliette Binoche, Isabelle Huppert, and Jean-Louis Trintignant Deleted scenes from Benny’s Video Trailers","71 Fragments of a Chronology of Chance","71 Fragmente einer Chronologie des Zufalls",https://www.imdb.com/title/tt0109020/,Movie,7.1,100,1994,"Crime, Drama",9317,1995-10-26,"Michael Haneke",,
1426,tt7230750,2022-09-15,2022-09-15,"Audio commentary featuring Haynes and editors Affonso Gonçalves and Adam Kurnitz Outtakes of interviews shot for the film with musicians John Cale, Jonathan Richman, and Maureen Tucker; filmmaker Jonas Mekas; and actor Mary Woronov Conversation from 2021 among Haynes, Cale, and Tucker Complete versions of some of the avant-garde films excerpted in the movie, including Piero Heliczer’s Venus in Furs (1965) Teaser","The Velvet Underground","The Velvet Underground",https://www.imdb.com/title/tt7230750/,Movie,7.3,121,2021,"Documentary, Music",5894,2021-10-15,"Todd Haynes",,
1427,tt0072820,2022-09-15,2022-09-15,"New conversation between Schultz and film scholar Racquel J. Gates Program on the making of the film Panel discussion from the 2019 tribute to Cooley High at the Academy of Motion Picture Arts and Sciences, featuring Schultz, actor and filmmaker Robert Townsend, casting director Gloria Schultz, and actors Lawrence Hilton-Jacobs and Garrett Morris","Cooley High","Cooley High",https://www.imdb.com/title/tt0072820/,Movie,7.1,107,1975,"Comedy, Drama, Romance",5948,1978-07-05,"Michael Schultz",,
1428,tt0096764,2022-10-17,2022-10-17,"Audio commentary featuring Gilliam and his coscreenwriter, Charles McKeown Documentary on the making of the film New video essay by critic and filmmaker David Cairns about the history of the Baron Munchausen character Behind-the-scenes footage of the film’s special effects, narrated by Gilliam Deleted scenes with commentary by Gilliam Storyboards for unfilmed scenes, narrated by Gilliam and McKeown Original marketing materials including a trailer and electronic-press-kit featurettes, as well as preview cards and advertising proposals read by Gilliam Miracle of Flight (1974), an animated short film by Gilliam Episode of The South Bank Show from 1991 on Gilliam","The Adventures of Baron Munchausen","The Adventures of Baron Munchausen",https://www.imdb.com/title/tt0096764/,Movie,7.1,126,1988,"Adventure, Comedy, Fantasy",58781,1989-03-10,"Terry Gilliam",,
1429,tt0025301,2022-10-17,2022-10-17,"New interview with Miriam J. Petty, author of Stealing the Show: African American Performers and Audiences in 1930s Hollywood, about the resonance of Louise Beavers’s and Fredi Washington’s performances New interview with Imogen Sara Smith, contributor to The Call of the Heart: John M. Stahl and Hollywood Melodrama, about director John M. Stahl and his work with actor Claudette Colbert and others Trailer","Imitation of Life","Imitation of Life",https://www.imdb.com/title/tt0025301/,Movie,7.5,111,1934,"Comedy, Drama, Romance",6027,1934-11-26,"John M. Stahl",,
1430,tt0092972,2022-10-17,2022-10-17,"Audio commentaries featuring director Lars von Trier and others Tranceformer: A Portrait of Lars von Trier (1997), a documentary by Stig Björkman Interview from 2005 with von Trier about the Europe Trilogy Making-of documentaries for all three films Programs on the films featuring interviews with many of von Trier’s collaborators Two short student films by von Trier: Nocturne (1980) and Images of Liberation (1982) Danish television interview with von Trier from 1994 Trailers ","Epidemic","Epidemic",https://www.imdb.com/title/tt0092972/,Movie,5.9,106,1987,"Drama, Horror",6480,1987-09-11,"Lars von Trier",,
1431,tt10849514,2022-10-17,2022-10-17,"New audio commentary featuring Mosese and producer Cait Pansegrouw Mosese’s short films Mosonngoa (2014) and Behemoth: Or the Game of God (2016), along with his 2019 essay film Mother, I Am Suffocating. This Is My Last Film About You., with a new introduction by Mosese Trailer","This Is Not a Burial, It's a Resurrection","This Is Not a Burial, It's a Resurrection",https://www.imdb.com/title/tt10849514/,Movie,7.3,120,2019,"Drama",1611,2021-04-02,"Lemohang Jeremiah Mosese",,
1432,tt6910282,2022-10-17,2022-10-17,"New interview with Hansen-Løve New interview with actor Vicky Krieps Bergman’s Ghosts (2021), a short film made during the filming of Bergman Island by actor Gabe Klinger","Bergman Island","Bergman Island",https://www.imdb.com/title/tt6910282/,Movie,6.6,112,2021,"Comedy, Drama, Romance",11179,2021-07-14,"Mia Hansen-Løve",,
1433,tt0063518,2022-11-15,2022-11-15,"Excerpt from the 2018 documentary Franco Zeffirelli: Directing from Life Interviews with actors Olivia Hussey and Leonard Whiting from 1967 and 2016 Trailer","Romeo and Juliet","Romeo and Juliet",https://www.imdb.com/title/tt0063518/,Movie,7.6,138,1968,"Drama, Romance",36502,1968-10-08,"Franco Zeffirelli",,
1434,tt0073166,2022-11-15,2022-11-15,"Marguerite as She Was, a 2003 portrait of director Marguerite Duras Interview from 1977 with Duras Excerpt from a 1977 documentary on actor Delphine Seyrig","India Song","India Song",https://www.imdb.com/title/tt0073166/,Movie,6.1,120,1975,"Drama, Fantasy, Romance",2798,1975-06-04,"Marguerite Duras",,
1435,tt0074190,2022-11-15,2022-11-15,"Marguerite as She Was, a 2003 portrait of director Marguerite Duras Interview from 1977 with Duras Excerpt from a 1977 documentary on actor Delphine Seyrig","Baxter, Vera Baxter","Baxter Vera Baxter",https://www.imdb.com/title/tt0074190/,Movie,6.0,95,1977,"Drama, Music, Mystery",703,1977-06-08,"Marguerite Duras",,
1436,tt0093200,2022-11-15,2022-11-15,"New audio commentary featuring Townsend New interviews with actors Rusty Cundieff, Anne-Marie Johnson, and Bobby McGee Radio program featuring Townsend in conversation with film critic Elvis Mitchell Trailer","Hollywood Shuffle","Hollywood Shuffle",https://www.imdb.com/title/tt0093200/,Movie,6.9,81,1987,"Comedy",6835,1987-03-20,"Robert Townsend",,
1437,tt0077655,2022-12-16,2022-12-16,"Audio interview with director John Woo New interview with Grady Hendrix, author of These Fists Break Bricks Trailer","Last Hurrah for Chivalry","Hao xia",https://www.imdb.com/title/tt0077655/,Movie,7.0,106,1979,"Action, Drama",2028,1979-11-22,"John Woo",,
1438,tt0460829,2022-12-16,2022-12-16,"Two films from 2007, LYNCH (one) and LYNCH2, by blackANDwhite, the makers of David Lynch: The Art Life New conversation between actors Laura Dern and Kyle MacLachlan More Things That Happened, seventy-five minutes of extra scenes Ballerina, a 2007 short film by Lynch Reading by Lynch of excerpts from Room to Dream, his 2018 book with critic Kristine McKenna Trailer","Inland Empire","Inland Empire",https://www.imdb.com/title/tt0460829/,Movie,6.8,180,2006,"Drama, Fantasy, Mystery, Thriller",66717,2007-02-07,"David Lynch",,
1439,tt0079278,2022-12-16,2022-12-16,"New program featuring producers Griffin Dunne, Mark Metcalf, and Amy Robinson Documentary from 1983 by Katja Raganelli about director Joan Micklin Silver Excerpts of a 2005 interview with Micklin Silver Original ending of the film, cut by Micklin Silver for its rerelease in 1982 Trailer","Chilly Scenes of Winter","Head Over Heels",https://www.imdb.com/title/tt0079278/,Movie,7.0,95,1979,"Comedy, Drama, Romance",2035,1982-07-15,"Joan Micklin Silver",,
1440,tt3464896,2023-01-18,2023-01-18,"New conversation between McQueen and writer and professor Paul Gilroy Behind-the-scenes featurettes including interviews with McQueen, executive producer Tracey Scoffield, writing consultant Alex Wheatle, and members of the Small Axe cast Uprising (2021), a three-part documentary codirected by McQueen and James Rogan about the tragic 1981 New Cross house fire Audio conversation among McQueen, music producer Dennis Bovell, and Beastie Boys member Mike D Trailers","Small Axe","Small Axe",https://www.imdb.com/title/tt3464896/,TV Mini Series,7.8,81,2020,"Drama, History",5604,2020-11-20,,,
